tf	tg
Zfp74	Zfp329
Zfp74	Zfp354c
Zfp74	Zfp566
Zfp74	Zik1
Zfp74	Abi2
Zfp74	BB212172
Zfp74	Bhlhb9
Zfp74	Efha2
Zfp74	Pds5b
Zfp74	Zc4h2
Zfp74	Zfp583
Zfp74	Zfp647
Zfp74	Zfp788
Zfp775	Dhx30
Zfp775	Nap1l4
Zfp775	Trp53bp1
Zfp775	Zfp566
Zfp775	Zfp82
Zfp775	BB212172
Zfp775	LOC106740
Zfp775	Mcart6
Zfp775	Pds5b
Zfp775	Zfp438
Zfp775	Zfp512
Zfp775	Zfp74
